"Location","Year","dist_m","Stroke","Gender","Team","Athlete","Results","Rank","time_period","team_std"
"Tokyo",2020,100,"Backstroke","Men","ROC","Evgeny Rylov",51.98,1,"recent","RUS"
"Tokyo",2020,100,"Backstroke","Men","ROC","Kliment Kolesnikov",52,2,"recent","RUS"
"Tokyo",2020,100,"Backstroke","Men","USA","Ryan Murphy",52.19,3,"recent","USA"
"Tokyo",2020,100,"Backstroke","Men","ITA","Thomas Ceccon",52.3,4,"recent","ITA"
"Tokyo",2020,100,"Backstroke","Men","CHN","Jiayu Xu",52.51,4,"recent","CHN"
"Tokyo",2020,100,"Backstroke","Men","ESP","Hugo Gonzalez De Oliveira",52.78,4,"recent","ESP"
"Tokyo",2020,100,"Backstroke","Men","AUS","Mitchell Larkin",52.79,4,"recent","AUS"
"Tokyo",2020,100,"Backstroke","Men","ROU","Robert Glinta",52.95,4,"recent","ROU"
"Tokyo",2020,100,"Breaststroke","Men","GBR","Adam Peaty",57.37,1,"recent","GBR"
"Tokyo",2020,100,"Breaststroke","Men","NED","Arno Kamminga",58,2,"recent","NED"
"Tokyo",2020,100,"Breaststroke","Men","ITA","Nicolo Martinenghi",58.33,3,"recent","ITA"
"Tokyo",2020,100,"Breaststroke","Men","USA","Michael Andrew",58.84,4,"recent","USA"
"Tokyo",2020,100,"Breaststroke","Men","GBR","James Wilby",58.96,4,"recent","GBR"
"Tokyo",2020,100,"Breaststroke","Men","CHN","Zibei Yan",58.99,4,"recent","CHN"
"Tokyo",2020,100,"Breaststroke","Men","USA","Andrew Wilson",58.99,4,"recent","USA"
"Tokyo",2020,100,"Breaststroke","Men","BLR","Ilya Shymanovich",59.36,4,"recent","BLR"
"Tokyo",2020,100,"Butterfly","Men","USA","Caeleb Dressel",49.45,1,"recent","USA"
"Tokyo",2020,100,"Butterfly","Men","HUN","Kristof Kristof Milak",49.68,2,"recent","HUN"
"Tokyo",2020,100,"Butterfly","Men","SUI","Noe Ponti",50.74,3,"recent","SUI"
"Tokyo",2020,100,"Butterfly","Men","ROC","Andrei Minakov",50.88,4,"recent","RUS"
"Tokyo",2020,100,"Butterfly","Men","POL","Jakub Majerski",50.92,4,"recent","POL"
"Tokyo",2020,100,"Butterfly","Men","AUS","Matthew Temple",50.92,4,"recent","AUS"
"Tokyo",2020,100,"Butterfly","Men","GUA","Luis Martinez",51.09,4,"recent","GUA"
"Tokyo",2020,100,"Butterfly","Men","BUL","Josif Miladinov",51.49,4,"recent","BUL"
"Tokyo",2020,100,"Freestyle","Men","USA","Caeleb Dressel",47.02,1,"recent","USA"
"Tokyo",2020,100,"Freestyle","Men","AUS","Kyle Chalmers",47.08,2,"recent","AUS"
"Tokyo",2020,100,"Freestyle","Men","ROC","Kliment Kolesnikov",47.44,3,"recent","RUS"
"Tokyo",2020,100,"Freestyle","Men","FRA","Maxime Grousset",47.72,4,"recent","FRA"
"Tokyo",2020,100,"Freestyle","Men","KOR","Sunwoo Hwang",47.82,4,"recent","KOR"
"Tokyo",2020,100,"Freestyle","Men","ITA","Alessandro Miressi",47.86,4,"recent","ITA"
"Tokyo",2020,100,"Freestyle","Men","ROU","David Popovici",48.04,4,"recent","ROU"
"Tokyo",2020,100,"Freestyle","Men","HUN","Nandor Nemeth",48.1,4,"recent","HUN"
"Tokyo",2020,100,"Backstroke","Women","AUS","Kaylee Mckeown",57.47,1,"recent","AUS"
"Tokyo",2020,100,"Backstroke","Women","CAN","Kylie Masse",57.72,2,"recent","CAN"
"Tokyo",2020,100,"Backstroke","Women","USA","Regan Smith",58.05,3,"recent","USA"
"Tokyo",2020,100,"Backstroke","Women","USA","Rhyan Elizabeth White",58.43,4,"recent","USA"
"Tokyo",2020,100,"Backstroke","Women","AUS","Emily Seebohm",58.45,4,"recent","AUS"
"Tokyo",2020,100,"Backstroke","Women","GBR","Kathleen Dawson",58.7,4,"recent","GBR"
"Tokyo",2020,100,"Backstroke","Women","NED","Kira Toussaint",59.11,4,"recent","NED"
"Tokyo",2020,100,"Backstroke","Women","ISR","Anastasya Gorbenko",59.53,4,"recent","ISR"
"Tokyo",2020,100,"Butterfly","Women","CAN","Margaret Mac Neil",55.59,1,"recent","CAN"
"Tokyo",2020,100,"Butterfly","Women","CHN","Yufei Zhang",55.64,2,"recent","CHN"
"Tokyo",2020,100,"Butterfly","Women","AUS","Emma Mckeon",55.72,3,"recent","AUS"
"Tokyo",2020,100,"Butterfly","Women","USA","Torri Huske",55.73,4,"recent","USA"
"Tokyo",2020,100,"Butterfly","Women","SWE","Louise Hansson",56.22,4,"recent","SWE"
"Tokyo",2020,100,"Butterfly","Women","FRA","Marie Wattel",56.27,4,"recent","FRA"
"Tokyo",2020,100,"Butterfly","Women","SWE","Sarah Sjoestroem",56.91,4,"recent","SWE"
"Tokyo",2020,100,"Butterfly","Women","BLR","Anastasiya Shkurdai",57.05,4,"recent","BLR"
"Tokyo",2020,100,"Freestyle","Women","AUS","Emma Mckeon",51.96,1,"recent","AUS"
"Tokyo",2020,100,"Freestyle","Women","HKG","Siobhan Bernadette Haughey",52.27,2,"recent","HKG"
"Tokyo",2020,100,"Freestyle","Women","AUS","Cate Campbell",52.52,3,"recent","AUS"
"Tokyo",2020,100,"Freestyle","Women","CAN","Penny Oleksiak",52.59,4,"recent","CAN"
"Tokyo",2020,100,"Freestyle","Women","SWE","Sarah Sjoestroem",52.68,4,"recent","SWE"
"Tokyo",2020,100,"Freestyle","Women","NED","Femke Heemskerk",52.79,4,"recent","NED"
"Tokyo",2020,100,"Freestyle","Women","GBR","Anna Hopkin",52.83,4,"recent","GBR"
"Tokyo",2020,100,"Freestyle","Women","USA","Abbey Weitzeil",53.23,4,"recent","USA"
"Rio",2016,100,"Backstroke","Men","USA","Ryan Murphy",51.97,1,"recent","USA"
"Rio",2016,100,"Backstroke","Men","CHN","Jiayu Xu",52.31,2,"recent","CHN"
"Rio",2016,100,"Backstroke","Men","USA","David Plummer",52.4,3,"recent","USA"
"Rio",2016,100,"Backstroke","Men","AUS","Mitchell Larkin",52.43,4,"recent","AUS"
"Rio",2016,100,"Backstroke","Men","FRA","Camille Lacourt",52.7,4,"recent","FRA"
"Rio",2016,100,"Backstroke","Men","RUS","Evgeny Rylov",52.74,4,"recent","RUS"
"Rio",2016,100,"Backstroke","Men","JPN","Ryosuke Irie",53.42,4,"recent","JPN"
"Rio",2016,100,"Backstroke","Men","ROU","Robert Glinta",53.5,4,"recent","ROU"
"Rio",2016,100,"Backstroke","Women","HUN","Katinka Hosszu",58.45,1,"recent","HUN"
"Rio",2016,100,"Backstroke","Women","USA","Kathleen Baker",58.75,2,"recent","USA"
"Rio",2016,100,"Backstroke","Women","CAN","Kylie Masse",58.76,3,"recent","CAN"
"Rio",2016,100,"Backstroke","Women","CHN","Yuanhui Fu",58.76,3,"recent","CHN"
"Rio",2016,100,"Backstroke","Women","DEN","Mie Nielsen",58.8,4,"recent","DEN"
"Rio",2016,100,"Backstroke","Women","USA","Olivia Smoliga",58.95,4,"recent","USA"
"Rio",2016,100,"Backstroke","Women","AUS","Emily Seebohm",59.19,4,"recent","AUS"
"Rio",2016,100,"Backstroke","Women","AUS","Madison Wilson",59.23,4,"recent","AUS"
"Rio",2016,100,"Breaststroke","Men","GBR","Adam Peaty",57.13,1,"recent","GBR"
"Rio",2016,100,"Breaststroke","Men","RSA","Cameron Van Der Burgh",58.69,2,"recent","RSA"
"Rio",2016,100,"Breaststroke","Men","USA","Cody Miller",58.87,3,"recent","USA"
"Rio",2016,100,"Breaststroke","Men","USA","Kevin Cordes",59.22,4,"recent","USA"
"Rio",2016,100,"Breaststroke","Men","BRA","Joao Gomes",59.31,4,"recent","BRA"
"Rio",2016,100,"Breaststroke","Men","JPN","Yasuhiro Koseki",59.37,4,"recent","JPN"
"Rio",2016,100,"Breaststroke","Men","BRA","Felipe Franca",59.38,4,"recent","BRA"
"Rio",2016,100,"Breaststroke","Men","KAZ","Dmitriy Balandin",59.95,4,"recent","KAZ"
"Rio",2016,100,"Butterfly","Men","SGP","Joseph Schooling",50.39,1,"recent","SGP"
"Rio",2016,100,"Butterfly","Men","USA","Michael Phelps",51.14,2,"recent","USA"
"Rio",2016,100,"Butterfly","Men","RSA","Chad Le Clos",51.14,2,"recent","RSA"
"Rio",2016,100,"Butterfly","Men","HUN","Laszlo Cseh",51.14,2,"recent","HUN"
"Rio",2016,100,"Butterfly","Men","CHN","Zhuhao Li",51.26,4,"recent","CHN"
"Rio",2016,100,"Butterfly","Men","FRA","Mehdy Metella",51.58,4,"recent","FRA"
"Rio",2016,100,"Butterfly","Men","USA","Tom Shields",51.73,4,"recent","USA"
"Rio",2016,100,"Butterfly","Men","RUS","Aleksandr Sadovnikov",51.84,4,"recent","RUS"
"Rio",2016,100,"Butterfly","Women","SWE","Sarah Sjostrom",55.48,2,"recent","SWE"
"Rio",2016,100,"Butterfly","Women","CAN","Penny Oleksiak",56.46,3,"recent","CAN"
"Rio",2016,100,"Butterfly","Women","USA","Dana Vollmer",56.63,4,"recent","USA"
"Rio",2016,100,"Butterfly","Women","CHN","Ying Lu",56.76,4,"recent","CHN"
"Rio",2016,100,"Butterfly","Women","JPN","Rikako Ikee",56.86,4,"recent","JPN"
"Rio",2016,100,"Butterfly","Women","AUS","Emma Mckeon",57.05,4,"recent","AUS"
"Rio",2016,100,"Butterfly","Women","DEN","Jeanette Ottesen",57.17,4,"recent","DEN"
"Rio",2016,100,"Freestyle","Men","AUS","Kyle Chalmers",47.58,1,"recent","AUS"
"Rio",2016,100,"Freestyle","Men","BEL","Pieter Timmers",47.8,2,"recent","BEL"
"Rio",2016,100,"Freestyle","Men","USA","Nathan Adrian",47.85,3,"recent","USA"
"Rio",2016,100,"Freestyle","Men","CAN","Santo Condorelli",47.88,4,"recent","CAN"
"Rio",2016,100,"Freestyle","Men","GBR","Duncan Scott",48.01,4,"recent","GBR"
"Rio",2016,100,"Freestyle","Men","USA","Caeleb Dressel",48.02,4,"recent","USA"
"Rio",2016,100,"Freestyle","Men","AUS","Cameron Mcevoy",48.12,4,"recent","AUS"
"Rio",2016,100,"Freestyle","Men","BRA","Marcelo Chierighini",48.41,4,"recent","BRA"
"Rio",2016,100,"Freestyle","Women","USA","Simone Manuel",52.7,1,"recent","USA"
"Rio",2016,100,"Freestyle","Women","CAN","Penny Oleksiak",52.7,1,"recent","CAN"
"Rio",2016,100,"Freestyle","Women","SWE","Sarah Sjostrom",52.99,3,"recent","SWE"
"Rio",2016,100,"Freestyle","Women","AUS","Bronte Campbell",53.04,4,"recent","AUS"
"Rio",2016,100,"Freestyle","Women","NED","Ranomi Kromowidjojo",53.08,4,"recent","NED"
"Rio",2016,100,"Freestyle","Women","AUS","Cate Campbell",53.24,4,"recent","AUS"
"Rio",2016,100,"Freestyle","Women","USA","Abbey Weitzeil",53.3,4,"recent","USA"
"Rio",2016,100,"Freestyle","Women","DEN","Jeanette Ottesen",53.36,4,"recent","DEN"
"London",2012,100,"Backstroke","Men","USA","Matt Grevers",52.16,1,"recent","USA"
"London",2012,100,"Backstroke","Men","USA","Nick Thoman",52.92,2,"recent","USA"
"London",2012,100,"Backstroke","Men","JPN","Ryosuke Irie",52.97,3,"recent","JPN"
"London",2012,100,"Backstroke","Men","FRA","Camille Lacourt",53.08,4,"recent","FRA"
"London",2012,100,"Backstroke","Men","GBR","Liam Tancock",53.35,4,"recent","GBR"
"London",2012,100,"Backstroke","Men","GER","Helge Meeuw",53.48,4,"recent","GER"
"London",2012,100,"Backstroke","Men","AUS","Hayden Stoeckel",53.55,4,"recent","AUS"
"London",2012,100,"Backstroke","Men","CHN","Feiyi Cheng",53.77,4,"recent","CHN"
"London",2012,100,"Backstroke","Women","USA","Missy Franklin",58.33,2,"recent","USA"
"London",2012,100,"Backstroke","Women","AUS","Emily Seebohm",58.68,3,"recent","AUS"
"London",2012,100,"Backstroke","Women","JPN","Aya Terakawa",58.83,4,"recent","JPN"
"London",2012,100,"Backstroke","Women","RUS","Anastasia Zueva",59,4,"recent","RUS"
"London",2012,100,"Backstroke","Women","GBR","Gemma Spofforth",59.2,4,"recent","GBR"
"London",2012,100,"Backstroke","Women","CHN","Jing Zhao",59.23,4,"recent","CHN"
"London",2012,100,"Backstroke","Women","AUS","Belinda Hocking",59.29,4,"recent","AUS"
"London",2012,100,"Breaststroke","Men","RSA","Cameron Van Der Burgh",58.46,2,"recent","RSA"
"London",2012,100,"Breaststroke","Men","AUS","Christian Sprenger",58.93,3,"recent","AUS"
"London",2012,100,"Breaststroke","Men","USA","Brendan Hansen",59.49,4,"recent","USA"
"London",2012,100,"Breaststroke","Men","HUN","Daniel Gyurta",59.53,4,"recent","HUN"
"London",2012,100,"Breaststroke","Men","JPN","Kosuke Kitajima",59.79,4,"recent","JPN"
"London",2012,100,"Breaststroke","Men","AUS","Brenton Rickard",59.87,4,"recent","AUS"
"London",2012,100,"Breaststroke","Men","ITA","Fabio Scozzoli",59.97,4,"recent","ITA"
"London",2012,100,"Butterfly","Men","USA","Michael Phelps",51.21,1,"recent","USA"
"London",2012,100,"Butterfly","Men","RSA","Chad Le Clos",51.44,2,"recent","RSA"
"London",2012,100,"Butterfly","Men","RUS","Evgeny Korotyshkin",51.44,2,"recent","RUS"
"London",2012,100,"Butterfly","Men","SRB","Milorad Cavic",51.81,4,"recent","SRB"
"London",2012,100,"Butterfly","Men","GER","Steffen Deibler",51.81,4,"recent","GER"
"London",2012,100,"Butterfly","Men","NED","Joeri Verlinden",51.82,4,"recent","NED"
"London",2012,100,"Butterfly","Men","USA","Tyler Mcgill",51.88,4,"recent","USA"
"London",2012,100,"Butterfly","Men","POL","Konrad Czerniak",52.05,4,"recent","POL"
"London",2012,100,"Butterfly","Women","USA","Dana Vollmer",55.98,1,"recent","USA"
"London",2012,100,"Butterfly","Women","CHN","Ying Lu",56.87,2,"recent","CHN"
"London",2012,100,"Butterfly","Women","AUS","Alicia Coutts",56.94,3,"recent","AUS"
"London",2012,100,"Butterfly","Women","SWE","Sarah Sjostrom",57.17,4,"recent","SWE"
"London",2012,100,"Butterfly","Women","ITA","Ilaria Bianchi",57.27,4,"recent","ITA"
"London",2012,100,"Butterfly","Women","DEN","Jeanette Ottesen",57.35,4,"recent","DEN"
"London",2012,100,"Butterfly","Women","USA","Claire Donahue",57.48,4,"recent","USA"
"London",2012,100,"Butterfly","Women","GBR","Ellen Gandy",57.76,4,"recent","GBR"
"London",2012,100,"Freestyle","Men","USA","Nathan Adrian",47.52,1,"recent","USA"
"London",2012,100,"Freestyle","Men","AUS","James Magnussen",47.53,2,"recent","AUS"
"London",2012,100,"Freestyle","Men","CAN","Brent Hayden",47.8,3,"recent","CAN"
"London",2012,100,"Freestyle","Men","FRA","Yannick Agnel",47.84,4,"recent","FRA"
"London",2012,100,"Freestyle","Men","NED","Sebastiaan Verschuren",47.88,4,"recent","NED"
"London",2012,100,"Freestyle","Men","BRA","Cesar Cielo Filho",47.92,4,"recent","BRA"
"London",2012,100,"Freestyle","Men","CUB","Hanser Garcia",48.04,4,"recent","CUB"
"London",2012,100,"Freestyle","Men","RUS","Nikita Lobintsev",48.44,4,"recent","RUS"
"London",2012,100,"Freestyle","Women","NED","Ranomi Kromowidjojo",53,1,"recent","NED"
"London",2012,100,"Freestyle","Women","BLR","Aliaksandra Herasimenia",53.38,2,"recent","BLR"
"London",2012,100,"Freestyle","Women","CHN","Yi Tang",53.44,3,"recent","CHN"
"London",2012,100,"Freestyle","Women","AUS","Melanie Schlanger",53.47,4,"recent","AUS"
"London",2012,100,"Freestyle","Women","USA","Missy Franklin",53.64,4,"recent","USA"
"London",2012,100,"Freestyle","Women","GBR","Francesca Halsall",53.66,4,"recent","GBR"
"London",2012,100,"Freestyle","Women","DEN","Jeanette Ottesen",53.75,4,"recent","DEN"
"London",2012,100,"Freestyle","Women","USA","Jessica Hardy",54.02,4,"recent","USA"
"Beijing",2008,100,"Backstroke","Men","USA","Aaron Peirsol",52.54,1,"recent","USA"
"Beijing",2008,100,"Backstroke","Men","USA","Matt Grevers",53.11,2,"recent","USA"
"Beijing",2008,100,"Backstroke","Men","RUS","Arkady Vyatchanin",53.18,3,"recent","RUS"
"Beijing",2008,100,"Backstroke","Men","AUS","Hayden Stoeckel",53.18,3,"recent","AUS"
"Beijing",2008,100,"Backstroke","Men","AUS","Ashley Delaney",53.31,4,"recent","AUS"
"Beijing",2008,100,"Backstroke","Men","GBR","Liam Tancock",53.39,4,"recent","GBR"
"Beijing",2008,100,"Backstroke","Men","ESP","Aschwin Wildeboer Faber",53.51,4,"recent","ESP"
"Beijing",2008,100,"Backstroke","Men","JPN","Junichi Miyashita",53.99,4,"recent","JPN"
"Beijing",2008,100,"Backstroke","Women","USA","Natalie Coughlin",58.96,3,"recent","USA"
"Beijing",2008,100,"Backstroke","Women","ZIM","Kirsty Leigh Coventry",59.19,4,"recent","ZIM"
"Beijing",2008,100,"Backstroke","Women","USA","Margaret Hoelzer",59.34,4,"recent","USA"
"Beijing",2008,100,"Backstroke","Women","GBR","Gemma Spofforth",59.38,4,"recent","GBR"
"Beijing",2008,100,"Backstroke","Women","RUS","Anastasia Zueva",59.4,4,"recent","RUS"
"Beijing",2008,100,"Backstroke","Women","JPN","Reiko Nakamura",59.72,4,"recent","JPN"
"Beijing",2008,100,"Breaststroke","Men","JPN","Kosuke Kitajima",58.91,3,"recent","JPN"
"Beijing",2008,100,"Breaststroke","Men","NOR","Alexander Dale Oen",59.2,4,"recent","NOR"
"Beijing",2008,100,"Breaststroke","Men","FRA","Hugues Duboscq",59.37,4,"recent","FRA"
"Beijing",2008,100,"Breaststroke","Men","USA","Brendan Hansen",59.57,4,"recent","USA"
"Beijing",2008,100,"Breaststroke","Men","AUS","Brenton Rickard",59.74,4,"recent","AUS"
"Beijing",2008,100,"Breaststroke","Men","RUS","Roman Sloudnov",59.87,4,"recent","RUS"
"Beijing",2008,100,"Butterfly","Men","USA","Michael Phelps",50.58,1,"recent","USA"
"Beijing",2008,100,"Butterfly","Men","SRB","Milorad Cavic",50.59,2,"recent","SRB"
"Beijing",2008,100,"Butterfly","Men","AUS","Andrew Lauterstein",51.12,3,"recent","AUS"
"Beijing",2008,100,"Butterfly","Men","USA","Ian Crocker",51.13,4,"recent","USA"
"Beijing",2008,100,"Butterfly","Men","KEN","Jason Dunford",51.47,4,"recent","KEN"
"Beijing",2008,100,"Butterfly","Men","JPN","Takuro Fujii",51.5,4,"recent","JPN"
"Beijing",2008,100,"Butterfly","Men","UKR","Andriy Serdinov",51.59,4,"recent","UKR"
"Beijing",2008,100,"Butterfly","Men","PNG","Ryan Pini",51.86,4,"recent","PNG"
"Beijing",2008,100,"Butterfly","Women","AUS","Libby Trickett",56.73,1,"recent","AUS"
"Beijing",2008,100,"Butterfly","Women","USA","Christine Magnuson",57.1,2,"recent","USA"
"Beijing",2008,100,"Butterfly","Women","AUS","Jessicah Schipper",57.25,3,"recent","AUS"
"Beijing",2008,100,"Butterfly","Women","CHN","Yafei Zhou",57.84,4,"recent","CHN"
"Beijing",2008,100,"Butterfly","Women","SGP","Li Tao",57.99,4,"recent","SGP"
"Beijing",2008,100,"Butterfly","Women","GBR","Jemma Lowe",58.06,4,"recent","GBR"
"Beijing",2008,100,"Butterfly","Women","BRA","Gabriella Silva",58.1,4,"recent","BRA"
"Beijing",2008,100,"Butterfly","Women","NED","Inge Dekker",58.54,4,"recent","NED"
